Date,,,,Close,,,,,
3/3/2021,,,,232.14,,,,,
3/4/2021,,,,232.22,,,,,
3/5/2021,,,,237.73,,,,,
3/8/2021,,,,234.25,,,,,
3/9/2021,,,,236.41,,,,,
3/10/2021,,,,237.4,,,,,
3/11/2021,,,,241.59,,,,,
3/12/2021,,,,239.41,,,,,
3/15/2021,,,,240.79,,,,,
3/16/2021,,,,243.04,,,,,
3/17/2021,,,,243.57,,,,,
3/18/2021,,,,238.8,,,,,
3/19/2021,,,,240.71,,,,,
3/22/2021,,,,242.55,,,,,
3/23/2021,,,,241.8,,,,,
3/24/2021,,,,237.79,,,,,
3/25/2021,,,,237,,,,,
3/26/2021,,,,236.19,,,,,
3/29/2021,,,,238.61,,,,,
3/30/2021,,,,238.32,,,,,
3/31/2021,,,,239.28,,,,,
4/1/2021,,,,244.2,,,,,
4/5/2021,,,,249.75,,,,,
4/6/2021,,,,249.92,,,,,
4/7/2021,,,,251.73,,,,,
4/8/2021,,,,251.53,,,,,
4/9/2021,,,,251.95,,,,,
4/12/2021,,,,250.43,,,,,
4/13/2021,,,,250.65,,,,,
4/14/2021,,,,248.49,,,,,
4/15/2021,,,,251.65,,,,,
4/16/2021,,,,251.93,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
